arm,dx_m,dt_s,c_mps,f0_hz,band_low_hz,band_high_hz,ppw_min,q_mode_max,q_full_spectrum,all_modes_spectral_stable,all_modes_strict_stable,all_modes_monotone,full_spectrum_stable,full_spectrum_strict,full_spectrum_safe,full_spectrum_monotone,grid_aliased_modes,valid_modes,invalid_modes,max_abs_spatial_error,min_signed_spatial_error,max_signed_spatial_error,max_abs_total_error,min_signed_total_error,max_signed_total_error,max_abs_temporal_increment,min_signed_temporal_increment,max_signed_temporal_increment,max_abs_phase_1s_rad,weighted_abs_spatial_error,weighted_abs_total_error,weighted_abs_temporal_increment,weighted_abs_phase_1s_rad,max_angular_anisotropy,max_abs_teacher_delta_phase_1s_rad,quadrature_valid_energy_fraction,worst_total_frequency_hz,worst_total_angle_deg
space_refined,2.5,0.000125,6000.0,8.0,3.6468322988295747,14.328992703762552,167.49258301805125,0.00012665171815726676,1.1702857142857142,True,True,True,True,True,True,True,0,23478,0,8.881784197001252e-16,-8.881784197001252e-16,4.440892098500626e-16,2.2280066680480104e-11,-2.2280066680480104e-11,-9.325873406851315e-14,2.2279289524362866e-11,-2.2279289524362866e-11,-9.336975637097567e-14,2.005912645261722e-09,1.0823083393571876e-16,4.1341884258530515e-12,4.1342028835838785e-12,2.8027996856545893e-10,9.992007221626409e-16,1.4253623572452056e-11,0.9999999999999999,14.328992703762552,4.0
coarse_125us,10.0,0.000125,6000.0,8.0,3.6468322988295747,14.328992703762552,41.87314575451281,0.00012665171815662258,0.07314285714285713,True,True,True,True,True,True,True,0,23478,0,4.058731128964155e-11,-4.058731128964155e-11,4.440892098500626e-16,6.286660081400441e-11,-6.286660081400441e-11,-9.35918009759007e-14,2.2279289524362866e-11,-2.2279289524362866e-11,-9.336975637097567e-14,5.659987976962146e-09,1.4676356058525832e-12,5.601824640993721e-12,4.134189183490835e-12,3.9163408405687164e-10,3.804445647404009e-11,3.639841699184876e-09,0.9999999999999999,14.328992703762552,0.0
coarse_250us,10.0,0.00025,6000.0,8.0,3.6468322988295747,14.328992703762552,41.87314575451281,0.0005066068726264903,0.29257142857142854,True,True,True,True,True,True,True,0,23478,0,4.058731128964155e-11,-4.058731128964155e-11,4.440892098500626e-16,3.970734852032365e-10,-3.970734852032365e-10,-1.4956924587750109e-12,3.5648617391359494e-10,-3.5648617391359494e-10,-1.4955814364725484e-12,3.574920741889592e-08,1.4676356058525832e-12,6.761581950645167e-11,6.614818404894879e-11,4.595932959584079e-09,3.804445647404009e-11,3.3729061141118654e-08,0.9999999999999999,14.328992703762552,0.0
teacher,5.0,0.000125,6750.0,8.0,3.6468322988295747,14.328992703762552,94.21457794765384,0.00012665171815726576,0.37028571428571433,True,True,True,True,True,True,True,0,23478,0,6.206146707654625e-14,-6.206146707654625e-14,4.440892098500626e-16,2.234123996913695e-11,-2.234123996913695e-11,-9.325873406851315e-14,2.227940054666533e-11,-2.227940054666533e-11,-9.336975637097567e-14,2.011420181438735e-09,2.253289531008267e-15,4.136408262960433e-12,4.134198606874796e-12,2.8044843239242847e-10,5.81756864903582e-14,0.0,0.9999999999999999,14.328992703762552,0.0
r6,5.0,0.000625,6750.0,8.0,3.6468322988295747,14.328992703762552,94.21457794765384,0.0031662929539316436,9.257142857142856,True,True,True,True,True,True,False,0,23478,0,6.206146707654625e-14,-6.206146707654625e-14,4.440892098500626e-16,1.3930807285511548e-08,-1.3930807285511548e-08,-5.842282213563976e-11,1.3930745446089077e-08,-1.3930745446089077e-08,-5.842293315794223e-11,1.2542144910721417e-06,2.253289531008267e-15,2.584514778085287e-09,2.5845125684292013e-09,1.752224895242327e-07,5.806466418789569e-14,1.2522030908817599e-06,0.9999999999999999,14.328992703762552,0.0
time_refined,5.0,0.0003125,6750.0,8.0,3.6468322988295747,14.328992703762552,94.21457794765384,0.0007915732384829109,2.314285714285714,True,True,True,True,True,True,True,0,23478,0,6.206146707654625e-14,-6.206146707654625e-14,4.440892098500626e-16,8.70425953536369e-10,-8.70425953536369e-10,-3.65107943878229e-12,8.703641141138974e-10,-8.703641141138974e-10,-3.651301483387215e-12,7.836594261597472e-08,2.253289531008267e-15,1.615007646028199e-10,1.6149855494673428e-10,1.0949134983846697e-08,5.806466418789569e-14,7.63545424255929e-08,0.9999999999999999,14.328992703762552,0.0
space_refined,2.5,0.000125,6750.0,8.0,3.6468322988295747,14.328992703762552,188.42915589530767,0.00012665171815726676,1.4811428571428573,True,True,True,True,True,True,True,0,23478,0,5.551115123125783e-16,-5.551115123125783e-16,4.440892098500626e-16,2.2279733613572716e-11,-2.2279733613572716e-11,-9.325873406851315e-14,2.2279289524362866e-11,-2.2279289524362866e-11,-9.336975637097567e-14,2.005882658676366e-09,1.0763178416494059e-16,4.134179583467815e-12,4.1342114330987614e-12,2.8027924288363993e-10,8.881784197001252e-16,5.537522762369324e-12,0.9999999999999999,14.328992703762552,0.0
coarse_125us,10.0,0.000125,6750.0,8.0,3.6468322988295747,14.328992703762552,47.10728897382692,0.0001266517181570155,0.09257142857142858,True,True,True,True,True,True,True,0,23478,0,1.5835777134043383e-11,-1.5835777134043383e-11,2.220446049250313e-16,3.811506665840625e-11,-3.811506665840625e-11,-9.325873406851315e-14,2.2279289524362866e-11,-2.2279289524362866e-11,-9.336975637097567e-14,3.4315648728320154e-09,5.723962566401897e-13,4.706590131625214e-12,4.13419465603222e-12,3.2371081685108357e-10,1.484401490614573e-11,1.4201446913932803e-09,0.9999999999999999,14.328992703762552,0.0
coarse_250us,10.0,0.00025,6750.0,8.0,3.6468322988295747,14.328992703762552,47.10728897382692,0.000506606872628062,0.37028571428571433,True,True,True,True,True,True,True,0,23478,0,1.5835777134043383e-11,-1.5835777134043383e-11,2.220446049250313e-16,3.7232161798073093e-10,-3.7232161798073093e-10,-1.4954704141700859e-12,3.564860628912925e-10,-3.564860628912925e-10,-1.4955814364725484e-12,3.352075432818044e-08,5.723962566401897e-13,6.672058874365617e-11,6.614819326806318e-11,4.528009956656191e-09,1.4843792861540805e-11,3.1509334146741703e-08,0.9999999999999999,14.328992703762552,0.0
teacher,5.0,0.000125,1500.0,15.0,6.837810560305453,26.866861319554786,11.166172201203416,0.0004452598609893528,0.018285714285714284,True,True,True,True,True,True,True,0,23478,0,1.4846501836807136e-06,-1.4846501836807136e-06,-1.7511547767412594e-12,1.4849255560722696e-06,-1.4849255560722696e-06,-2.9063418338637348e-12,2.753745009798081e-10,-2.753745009798081e-10,-1.1551870571224754e-12,0.0002506694935753336,5.4908632264891383e-08,5.4959729851031876e-08,5.109758614048828e-11,7.806447518653734e-06,1.3884622214188624e-06,0.0,1.0,26.866861319554786,0.0
r6,5.0,0.000625,1500.0,15.0,6.837810560305453,26.866861319554786,11.166172201203416,0.01113149652473382,0.45714285714285713,True,True,True,True,True,True,True,0,23478,0,1.4846501836807136e-06,-1.4846501836807136e-06,-1.7511547767412594e-12,1.6570319359976438e-06,-1.6570319359976438e-06,-7.238921684304955e-10,1.7238294980348456e-07,-1.7238294980348456e-07,-7.221407916091493e-10,0.0002797226800603791,5.4908632264891383e-08,8.687448404248291e-08,3.196585177759152e-08,1.1863629207344682e-05,1.3884610258196872e-06,2.9053388313506534e-05,1.0,26.866861319554786,0.0
time_refined,5.0,0.0003125,1500.0,15.0,6.837810560305453,26.866861319554786,11.166172201203416,0.002782874131183455,0.11428571428571428,True,True,True,True,True,True,True,0,23478,0,1.4846501836807136e-06,-1.4846501836807136e-06,-1.7511547767412594e-12,1.4954106587472538e-06,-1.4954106587472538e-06,-4.6881387660846485e-11,1.0760549895572069e-08,-1.0760549895572069e-08,-4.5130121861802763e-11,0.0002524394781828958,5.4908632264891383e-08,5.690503805820097e-08,1.996405793309584e-09,8.053733538770767e-06,1.3884621484772097e-06,1.7699969208038087e-06,1.0,26.866861319554786,0.0
space_refined,2.5,0.000125,1500.0,15.0,6.837810560305453,26.866861319554786,22.332344402406832,0.00044525994630289226,0.07314285714285713,True,True,True,True,True,True,True,0,23478,0,6.120847051427347e-09,-6.120847051427347e-09,-6.8833827526759706e-15,6.396221441384853e-09,-6.396221441384853e-09,-1.1621814621776139e-12,2.7537461200211055e-10,-2.7537461200211055e-10,-1.1551870571224754e-12,1.0797427406048354e-06,2.2229233787297045e-10,2.733899630971762e-10,5.109762522420574e-11,3.811022404227767e-08,5.7348379378652226e-09,0.0002495897508347288,1.0,26.866861319554786,0.0
coarse_125us,10.0,0.000125,1500.0,15.0,6.837810560305453,26.866861319554786,5.583086100601708,0.00044524025989712987,0.004571428571428571,True,True,True,True,True,True,True,0,23478,0,0.00030646564602643256,-0.00030646564602643256,-4.451806701055716e-10,0.0003064659209791598,-0.0003064659209791598,-4.4633596818499655e-10,2.753439698466309e-10,-2.753439698466309e-10,-1.1550760348200129e-12,0.05173434917043435,1.2198241654948875e-05,1.2198292743451893e-05,5.108850301906427e-11,0.00172451980664052,0.0002843583718147302,0.05148367967685902,1.0,26.866861319554786,0.0
coarse_250us,10.0,0.00025,1500.0,15.0,6.837810560305453,26.866861319554786,5.583086100601708,0.0017809610395885195,0.018285714285714284,True,True,True,True,True,True,True,0,23478,0,0.00030646564602643256,-0.00030646564602643256,-4.451806701055716e-10,0.00030647004614337003,-0.00030647004614337003,-4.63665772443278e-10,4.406379150445616e-09,-4.406379150445616e-09,-1.848499131540393e-11,0.051735045537211304,1.2198241654948875e-05,1.2199059165732333e-05,8.175107834566532e-10,0.0017246172299497395,0.00028435836594375985,0.05148437604363597,1.0,26.866861319554786,0.0
teacher,5.0,0.000125,1600.0,15.0,6.837810560305453,26.866861319554786,11.910583681283644,0.00044525989531016296,0.020805079365079363,True,True,True,True,True,True,True,0,23478,0,8.936672272197299e-07,-8.936672272197299e-07,-1.0452749776845849e-12,8.939426003884421e-07,-8.939426003884421e-07,-2.2005730571095228e-12,2.7537461200211055e-10,-2.7537461200211055e-10,-1.1551870571224754e-12,0.0001509059750560867,3.295444256010011e-08,3.300554015503347e-08,5.1097594933353306e-11,4.688680706221901e-06,8.360194634349227e-07,0.0,1.0,26.866861319554786,0.0
r6,5.0,0.000625,1600.0,15.0,6.837810560305453,26.866861319554786,11.910583681283644,0.011131497382754074,0.5201269841269841,True,True,True,True,True,True,True,0,23478,0,8.936672272197299e-07,-8.936672272197299e-07,-1.0452749776845849e-12,1.0660494890180061e-06,-1.0660494890180061e-06,-7.231861776091364e-10,1.72382982999153e-07,-1.72382982999153e-07,-7.221407916091493e-10,0.000179959247415216,3.295444256010011e-08,6.492030477857301e-08,3.196586221847289e-08,8.745863962386284e-06,8.360187434552913e-07,2.9053393898508057e-05,1.0,26.866861319554786,0.0
time_refined,5.0,0.0003125,1600.0,15.0,6.837810560305453,26.866861319554786,11.910583681283644,0.0027828743456885185,0.13003174603174603,True,True,True,True,True,True,True,0,23478,0,8.936672272197299e-07,-8.936672272197299e-07,-1.0452749776845849e-12,9.044277340386486e-07,-9.044277340386486e-07,-4.617561888409227e-11,1.0760552116018118e-08,-1.0760552116018118e-08,-4.5130121861802763e-11,0.00015267596489255972,3.295444256010011e-08,3.4950849007286814e-08,1.996406447186694e-09,4.935966822801684e-06,8.360194193590686e-07,1.7699972768945098e-06,1.0,26.866861319554786,0.0
space_refined,2.5,0.000125,1600.0,15.0,6.837810560305453,26.866861319554786,23.821167362567287,0.0004452599464412959,0.08322031746031745,True,True,True,True,True,True,True,0,23478,0,3.6603924336020555e-09,-3.6603924336020555e-09,-3.885780586188048e-15,3.935766823559561e-09,-3.935766823559561e-09,-1.159183860011126e-12,2.75374723024413e-10,-2.75374723024413e-10,-1.1551870571224754e-12,6.643947048105481e-07,1.3283799484987653e-10,1.8393561300264998e-10,5.1097618152773427e-11,2.5388762964596095e-08,3.429802331034182e-09,0.00015024158035127616,1.0,26.866861319554786,0.0
coarse_125us,10.0,0.000125,1600.0,15.0,6.837810560305453,26.866861319554786,5.955291840641822,0.0004452479929804307,0.005201269841269841,True,True,True,True,True,True,True,0,23478,0,0.00018932641369906467,-0.00018932641369906467,-2.6594804136692574e-10,0.0001893266888129963,-0.0001893266888129963,-2.671032284240482e-10,2.753560712775993e-10,-2.753560712775993e-10,-1.1551870571224754e-12,0.03196013767220719,7.446502183207297e-06,7.446553275243294e-06,5.109203599669767e-11,0.0010535679728606443,0.00017590307891968138,0.03180923169715111,1.0,26.866861319554786,0.0
coarse_250us,10.0,0.00025,1600.0,15.0,6.837810560305453,26.866861319554786,5.955291840641822,0.0017809919719217228,0.020805079365079363,True,True,True,True,True,True,True,0,23478,0,0.00018932641369906467,-0.00018932641369906467,-2.6594804136692574e-10,0.00018933081639482818,-0.00018933081639482818,-2.844332547269346e-10,4.406570552895062e-09,-4.406570552895062e-09,-1.848499131540393e-11,0.03196083444710157,7.446502183207297e-06,7.447319750622903e-06,8.175674156051025e-10,0.0010536654041233087,0.00017590307528703164,0.03180992847204549,1.0,26.866861319554786,0.0
teacher,5.0,0.000125,1800.0,15.0,6.837810560305453,26.866861319554786,13.399406641444099,0.0004452599265053434,0.02633142857142857,True,True,True,True,True,True,True,0,23478,0,3.529529314372226e-07,-3.529529314372226e-07,-4.0756287233989497e-13,3.532283056051355e-07,-3.532283056051355e-07,-1.5628609517648329e-12,2.7537461200211055e-10,-2.7537461200211055e-10,-1.1550760348200129e-12,5.962828245526079e-05,1.2957143775353748e-08,1.300824143307815e-08,5.1097657724400314e-11,1.8479910789698559e-06,3.303354715322726e-07,0.0,1.0,26.866861319554786,0.0
r6,5.0,0.000625,1800.0,15.0,6.837810560305453,26.866861319554786,13.399406641444099,0.011131498162633586,0.6582857142857143,True,True,True,True,True,True,True,0,23478,0,3.529529314372226e-07,-3.529529314372226e-07,-4.0756287233989497e-13,5.253356597512138e-07,-5.253356597512138e-07,-7.225483544814892e-10,1.7238301319721927e-07,-1.7238301319721927e-07,-7.221406805868469e-10,8.868163339798532e-05,1.2957143775353748e-08,4.4923015512230336e-08,3.196587173687658e-08,5.905175758913674e-06,3.303351869821114e-07,2.905339897748595e-05,1.0,26.866861319554786,0.0
time_refined,5.0,0.0003125,1800.0,15.0,6.837810560305453,26.866861319554786,13.399406641444099,0.0027828745406583964,0.16457142857142856,True,True,True,True,True,True,True,0,23478,0,3.529529314372226e-07,-3.529529314372226e-07,-4.0756287233989497e-13,3.637134675660292e-07,-3.637134675660292e-07,-4.553779575644512e-11,1.0760553892374958e-08,-1.0760553892374958e-08,-4.5130121861802763e-11,6.139827707084585e-05,1.2957143775353748e-08,1.495355081780393e-08,1.996407042450182e-09,2.095277277910162e-06,3.303354541017711e-07,1.7699975767603625e-06,1.0,26.866861319554786,0.0
space_refined,2.5,0.000125,1800.0,15.0,6.837810560305453,26.866861319554786,26.798813282888197,0.00044525994656647585,0.10532571428571429,True,True,True,True,True,True,True,0,23478,0,1.4313584761893594e-09,-1.4313584761893594e-09,-1.4432899320127035e-15,1.70673308819147e-09,-1.70673308819147e-09,-1.1568523916594131e-12,2.75374723024413e-10,-2.75374723024413e-10,-1.1551870571224754e-12,2.8811270513577125e-07,5.188696777385903e-11,1.029846361389775e-10,5.1097668365118474e-11,1.3875749484461803e-08,1.3413379296167705e-09,5.934016975012502e-05,1.0,26.866861319554786,0.0
coarse_125us,10.0,0.000125,1800.0,15.0,6.837810560305453,26.866861319554786,6.699703320722049,0.00044525516259802405,0.006582857142857143,True,True,True,True,True,True,True,0,23478,0,7.779657611306501e-05,-7.779657611306501e-05,-1.0383005566438896e-10,7.779685138054049e-05,-7.779685138054049e-05,-1.0498546476611637e-10,2.7536717350784556e-10,-2.7536717350784556e-10,-1.1550760348200129e-12,0.01313284511642311,3.004928502817563e-06,3.0049795982238326e-06,5.109540626964018e-11,0.00042565933329012954,7.242436422638665e-05,0.013073216833967848,1.0,26.866861319554786,0.0
coarse_250us,10.0,0.00025,1800.0,15.0,6.837810560305453,26.866861319554786,6.699703320722049,0.0017810206503920962,0.02633142857142857,True,True,True,True,True,True,True,0,23478,0,7.779657611306501e-05,-7.779657611306501e-05,-1.0383005566438896e-10,7.780098126519697e-05,-7.780098126519697e-05,-1.2231526902439782e-10,4.406747855512094e-09,-4.406747855512094e-09,-1.848499131540393e-11,0.013133542280056082,3.004928502817563e-06,3.0057461234422003e-06,8.176206246372479e-10,0.00042575677202338853,7.242436273036112e-05,0.013073913997600821,1.0,26.866861319554786,0.0
teacher,5.0,0.000125,3000.0,15.0,6.837810560305453,26.866861319554786,22.332344402406832,0.00044525994630289226,0.07314285714285713,True,True,True,True,True,True,True,0,23478,0,6.120847051427347e-09,-6.120847051427347e-09,-6.8833827526759706e-15,6.396221441384853e-09,-6.396221441384853e-09,-1.1621814621776139e-12,2.7537461200211055e-10,-2.7537461200211055e-10,-1.1551870571224754e-12,1.0797427406048354e-06,2.2229233787297045e-10,2.733899630971762e-10,5.109762522420574e-11,3.811022404227767e-08,5.7348379378652226e-09,0.0,1.0,26.866861319554786,0.0
r6,5.0,0.000625,3000.0,15.0,6.837810560305453,26.866861319554786,22.332344402406832,0.011131498657572306,1.8285714285714285,True,True,True,True,True,True,True,0,23478,0,6.120847051427347e-09,-6.120847051427347e-09,-6.8833827526759706e-15,1.7850387434847903e-07,-1.7850387434847903e-07,-7.221477860142045e-10,1.723830324040776e-07,-1.723830324040776e-07,-7.221407916091493e-10,3.0133144117017613e-05,2.2229233787297045e-10,3.218817014038592e-08,3.196587780251294e-08,4.095295819193555e-06,5.734833052883914e-09,2.905340221978549e-05,1.0,26.866861319554786,0.0
time_refined,5.0,0.0003125,3000.0,15.0,6.837810560305453,26.866861319554786,22.332344402406832,0.0027828746643930764,0.45714285714285713,True,True,True,True,True,True,True,0,23478,0,6.120847051427347e-09,-6.120847051427347e-09,-6.8833827526759706e-15,1.6881401720958422e-08,-1.6881401720958422e-08,-4.51371162668579e-11,1.0760555113620285e-08,-1.0760555113620285e-08,-4.5130121861802763e-11,2.849740448556509e-06,2.2229233787297045e-10,2.2186997518047544e-09,1.9964074139317842e-09,2.853964820932683e-07,5.734837715820618e-09,1.7699977829181367e-06,1.0,26.866861319554786,0.0
space_refined,2.5,0.000125,3000.0,15.0,6.837810560305453,26.866861319554786,44.664688804813665,0.00044525994664528895,0.29257142857142854,True,True,True,True,True,True,True,0,23478,0,2.4234836359937617e-11,-2.4234836359937617e-11,2.220446049250313e-16,2.996091152951408e-10,-2.996091152951408e-10,-1.1552980794249379e-12,2.75374723024413e-10,-2.75374723024413e-10,-1.1552980794249379e-12,5.0576855448726285e-08,8.761165599458965e-13,5.1973747150250573e-11,5.109763101926092e-11,6.6200360033631515e-09,2.271638432915779e-11,1.029165885156109e-06,1.0,26.866861319554786,0.0
coarse_125us,10.0,0.000125,3000.0,15.0,6.837810560305453,26.866861319554786,11.166172201203416,0.0004452598609893528,0.018285714285714284,True,True,True,True,True,True,True,0,23478,0,1.4846501836807136e-06,-1.4846501836807136e-06,-1.7511547767412594e-12,1.4849255560722696e-06,-1.4849255560722696e-06,-2.9063418338637348e-12,2.753745009798081e-10,-2.753745009798081e-10,-1.1551870571224754e-12,0.0002506694935753336,5.4908632264891383e-08,5.4959729851031876e-08,5.109758614048828e-11,7.806447518653734e-06,1.3884622214188624e-06,0.0002495897508347288,1.0,26.866861319554786,0.0
coarse_250us,10.0,0.00025,3000.0,15.0,6.837810560305453,26.866861319554786,11.166172201203416,0.0017810394439574113,0.07314285714285713,True,True,True,True,True,True,True,0,23478,0,1.4846501836807136e-06,-1.4846501836807136e-06,-1.7511547767412594e-12,1.4890570172454431e-06,-1.4890570172454431e-06,-2.0236257114447653e-11,4.406864206885075e-09,-4.406864206885075e-09,-1.848488029310147e-11,0.00025136692333925043,5.4908632264891383e-08,5.5726288390352306e-08,8.176561254609256e-10,7.903891252314177e-06,1.388462192664086e-06,0.0002502871805986456,1.0,26.866861319554786,0.0
teacher,5.0,0.000125,4500.0,15.0,6.837810560305453,26.866861319554786,33.49851660361025,0.0004452599466331612,0.16457142857142856,True,True,True,True,True,True,True,0,23478,0,2.4122437380924566e-10,-2.4122437380924566e-10,0.0,5.165987637667513e-10,-5.165987637667513e-10,-1.1554091017274004e-12,2.75374723024413e-10,-2.75374723024413e-10,-1.1550760348200129e-12,8.720676263231645e-08,8.73119120263684e-12,5.982882806182589e-11,5.1097636859189053e-11,7.737434831787232e-09,2.2608748206920382e-10,0.0,1.0,26.866861319554786,0.0
r6,5.0,0.000625,4500.0,15.0,6.837810560305453,26.866861319554786,33.49851660361025,0.01113149866582903,4.114285714285715,True,True,True,True,True,True,True,0,23478,0,2.4122437380924566e-10,-2.4122437380924566e-10,0.0,1.7262425688890914e-07,-1.7262425688890914e-07,-7.221411246760567e-10,1.723830327371445e-07,-1.723830327371445e-07,-7.221407916091493e-10,2.914060901990104e-05,8.73119120263684e-12,3.197460910390165e-08,3.196587791269901e-08,4.0649230449406165e-06,2.260872600245989e-10,2.9053402294751956e-05,1.0,26.866861319554786,0.0
time_refined,5.0,0.0003125,4500.0,15.0,6.837810560305453,26.866861319554786,33.49851660361025,0.0027828746664572573,1.0285714285714287,True,True,True,True,True,True,True,0,23478,0,2.4122437380924566e-10,-2.4122437380924566e-10,0.0,1.100177948742953e-08,-1.100177948742953e-08,-4.513045492871015e-11,1.0760555224642587e-08,-1.0760555224642587e-08,-4.51300108395003e-11,1.8572045455504533e-06,8.73119120263684e-12,2.00513862058533e-09,1.9964074293826934e-09,2.5502369359813016e-07,2.2608748206920382e-10,1.769997782918137e-06,1.0,26.866861319554786,0.0
space_refined,2.5,0.000125,4500.0,15.0,6.837810560305453,26.866861319554786,66.9970332072205,0.0004452599466465882,0.6582857142857143,True,True,True,True,True,True,True,0,23478,0,9.481304630298837e-13,-9.481304630298837e-13,4.440892098500626e-16,2.763225204205355e-10,-2.763225204205355e-10,-1.1550760348200129e-12,2.7537461200211055e-10,-2.7537461200211055e-10,-1.1550760348200129e-12,4.6645857749588315e-08,3.42286217692071e-14,5.113186149814402e-11,5.1097643675737064e-11,6.500265722939658e-09,8.888445535149003e-13,4.056090488272814e-08,1.0,26.866861319554786,0.0
coarse_125us,10.0,0.000125,4500.0,15.0,6.837810560305453,26.866861319554786,16.749258301805124,0.00044525994323696546,0.04114285714285714,True,True,True,True,True,True,True,0,23478,0,6.029012977748494e-08,-6.029012977748494e-08,-6.827871601444713e-14,6.056550427846474e-08,-6.056550427846474e-08,-1.223576795439385e-12,2.75374723024413e-10,-2.75374723024413e-10,-1.1550760348200129e-12,1.0224030574148574e-05,2.199910522153513e-09,2.251008156560812e-09,5.1097634407298875e-11,3.192747369628005e-07,5.646127043679172e-08,1.0136823811516257e-05,1.0,26.866861319554786,0.0
coarse_250us,10.0,0.00025,4500.0,15.0,6.837810560305453,26.866861319554786,16.749258301805124,0.0017810397729478619,0.16457142857142856,True,True,True,True,True,True,True,0,23478,0,6.029012977748494e-08,-6.029012977748494e-08,-6.827871601444713e-14,6.469699465050383e-08,-6.469699465050383e-08,-1.8553492076023304e-11,4.406866316308822e-09,-4.406866316308822e-09,-1.848499131540393e-11,1.0921465267110381e-05,2.199910522153513e-09,3.0175672944848944e-09,8.17656772331381e-10,4.167185607817596e-07,5.646126910452409e-08,1.0834258504478064e-05,1.0,26.866861319554786,0.0
teacher,5.0,0.000125,5800.0,15.0,6.837810560305453,26.866861319554786,43.17586584465321,0.000445259946644868,0.27339174603174604,True,True,True,True,True,True,True,0,23478,0,3.177458296477198e-11,-3.177458296477198e-11,2.220446049250313e-16,3.0714919496688253e-10,-3.0714919496688253e-10,-1.1552980794249379e-12,2.75374723024413e-10,-2.75374723024413e-10,-1.1552980794249379e-12,5.18496922890003e-08,1.1488402043652794e-12,5.224647181715875e-11,5.1097631913789414e-11,6.658833768225424e-09,2.978373103701415e-11,0.0,1.0,26.866861319554786,0.0
r6,5.0,0.000625,5800.0,15.0,6.837810560305453,26.866861319554786,43.17586584465321,0.0111314986661217,6.83479365079365,True,True,True,True,True,True,False,0,23478,0,3.177458296477198e-11,-3.177458296477198e-11,2.220446049250313e-16,1.7241480732010928e-07,-1.7241480732010928e-07,-7.221410136537543e-10,1.723830328481668e-07,-1.723830328481668e-07,-7.221410136537543e-10,2.9105251949557724e-05,1.1488402043652794e-12,3.196702676127118e-08,3.196587792136781e-08,4.0638444454064176e-06,2.978362001471169e-11,2.9053402294751956e-05,1.0,26.866861319554786,0.0
time_refined,5.0,0.0003125,5800.0,15.0,6.837810560305453,26.866861319554786,43.17586584465321,0.002782874666530425,1.7086984126984126,True,True,True,True,True,True,True,0,23478,0,3.177458296477198e-11,-3.177458296477198e-11,2.220446049250313e-16,1.0792329696585057e-08,-1.0792329696585057e-08,-4.513034390640769e-11,1.0760555224642587e-08,-1.0760555224642587e-08,-4.5130232884105226e-11,1.8218474377239054e-06,1.1488402043652794e-12,1.997556270940519e-09,1.9964074310371493e-09,2.5394509327648586e-07,2.978384205931661e-11,1.7699978016597529e-06,1.0,26.866861319554786,0.0
space_refined,2.5,0.000125,5800.0,15.0,6.837810560305453,26.866861319554786,86.35173168930642,0.00044525994664663395,1.0935669841269842,True,True,True,True,True,True,True,0,23478,0,1.2456702336294256e-13,-1.2456702336294256e-13,4.440892098500626e-16,2.7549906800317103e-10,-2.7549906800317103e-10,-1.1550760348200129e-12,2.7537461200211055e-10,-2.7537461200211055e-10,-1.1552980794249379e-12,4.650685118484838e-08,4.50045802712309e-15,5.1102109958832836e-11,5.1097642379103537e-11,6.4960334116031964e-09,1.1690648449302898e-13,5.3428411041519215e-09,1.0,26.866861319554786,0.0
coarse_125us,10.0,0.000125,5800.0,15.0,6.837810560305453,26.866861319554786,21.587932922326605,0.0004452599461960803,0.06834793650793651,True,True,True,True,True,True,True,0,23478,0,8.017695729556351e-09,-8.017695729556351e-09,-8.770761894538737e-15,8.29307023053616e-09,-8.29307023053616e-09,-1.1641798636219391e-12,2.75374723024413e-10,-2.75374723024413e-10,-1.1551870571224754e-12,1.3999487761337984e-06,2.9130435203952253e-10,3.4240198159001614e-10,5.1097629550493614e-11,4.792409495604341e-08,7.511743449484243e-09,1.348099083844798e-06,1.0,26.866861319554786,0.0
coarse_250us,10.0,0.00025,5800.0,15.0,6.837810560305453,26.866861319554786,21.587932922326605,0.0017810397847843212,0.27339174603174604,True,True,True,True,True,True,True,0,23478,0,8.017695729556351e-09,-8.017695729556351e-09,-8.770761894538737e-15,1.2424561823820568e-08,-1.2424561823820568e-08,-1.8494095144205858e-11,4.406866427331124e-09,-4.406866427331124e-09,-1.848499131540393e-11,2.0973836752533795e-06,2.9130435203952253e-10,1.1089611448505118e-09,8.176567928109893e-10,1.4536792231872449e-07,7.511743227439638e-09,2.045533982964379e-06,1.0,26.866861319554786,0.0
teacher,5.0,0.000125,6000.0,15.0,6.837810560305453,26.866861319554786,44.664688804813665,0.00044525994664528895,0.29257142857142854,True,True,True,True,True,True,True,0,23478,0,2.4234836359937617e-11,-2.4234836359937617e-11,2.220446049250313e-16,2.996091152951408e-10,-2.996091152951408e-10,-1.1552980794249379e-12,2.75374723024413e-10,-2.75374723024413e-10,-1.1552980794249379e-12,5.0576855448726285e-08,8.761165599458965e-13,5.1973747150250573e-11,5.109763101926092e-11,6.6200360033631515e-09,2.271638432915779e-11,0.0,1.0,26.866861319554786,0.0
r6,5.0,0.000625,6000.0,15.0,6.837810560305453,26.866861319554786,44.664688804813665,0.011131498666132224,7.314285714285714,True,True,True,True,True,True,False,0,23478,0,2.4234836359937617e-11,-2.4234836359937617e-11,2.220446049250313e-16,1.7240726724043753e-07,-1.7240726724043753e-07,-7.221409026314518e-10,1.723830327371445e-07,-1.723830327371445e-07,-7.221409026314518e-10,2.910397911271745e-05,8.761165599458965e-13,3.196675402527179e-08,3.1965877909140805e-08,4.063805646495744e-06,2.2716495351460253e-11,2.905340231349357e-05,1.0,26.866861319554786,0.0
