record_id,slice_rank,case_id,role,record_relative_l2,late_relative_l2,spectrum_high_relative_l2,receiver_relative_l2
marm_r27_interp_center,27,interp_center,interpolation,0.6051745414733887,0.837417721748352,1.0097383260726929,0.38921988010406494
marm_r27_interp_left_deep,27,interp_left_deep,interpolation,0.7073706984519958,0.925552487373352,1.015121579170227,0.5381116271018982
marm_r27_interp_left_shallow,27,interp_left_shallow,interpolation,0.9183095097541809,1.0923677682876587,0.9629272222518921,0.5043601989746094
marm_r27_interp_right_deep,27,interp_right_deep,interpolation,0.6652213335037231,0.9280872344970703,0.9830241799354553,0.5287553668022156
marm_r27_interp_right_shallow,27,interp_right_shallow,interpolation,0.5742053389549255,0.8248095512390137,0.9089277386665344,0.36215052008628845
marm_r28_extrap_deep,28,extrap_deep,outside_train_position_range,0.7886086702346802,1.0114624500274658,1.07294499874115,0.707426905632019
marm_r28_extrap_left,28,extrap_left,outside_train_position_range,0.8690478801727295,1.0430448055267334,0.8736616373062134,0.6483078002929688
marm_r28_extrap_right,28,extrap_right,outside_train_position_range,0.6644843220710754,0.8729643821716309,0.8263816833496094,0.5794066190719604
marm_r28_interp_center,28,interp_center,interpolation,0.6030776500701904,0.8327920436859131,0.9621959328651428,0.41009384393692017
marm_r28_interp_left_deep,28,interp_left_deep,interpolation,0.6641455888748169,0.895420491695404,0.9700333476066589,0.5018001794815063
marm_r28_interp_left_shallow,28,interp_left_shallow,interpolation,0.8020753860473633,0.9533498287200928,0.9309144020080566,0.5158246755599976
marm_r28_interp_right_deep,28,interp_right_deep,interpolation,0.6614872813224792,0.9226123690605164,0.9233709573745728,0.549932599067688
marm_r28_interp_right_shallow,28,interp_right_shallow,interpolation,0.5912809371948242,0.8322238922119141,0.9007418155670166,0.43244147300720215
marm_r29_extrap_deep,29,extrap_deep,outside_train_position_range,0.8064166903495789,1.0121605396270752,1.2271454334259033,0.6666489243507385
marm_r29_extrap_left,29,extrap_left,outside_train_position_range,0.9260666370391846,1.0408376455307007,0.9752711653709412,0.6626706719398499
marm_r29_extrap_right,29,extrap_right,outside_train_position_range,0.6860819458961487,0.8908259868621826,0.843411922454834,0.5602726340293884
marm_r29_interp_center,29,interp_center,interpolation,0.6204005479812622,0.8387879729270935,1.0250180959701538,0.43152010440826416
marm_r29_interp_left_deep,29,interp_left_deep,interpolation,0.688202440738678,0.9625813961029053,0.9766445159912109,0.5599783658981323
marm_r29_interp_left_shallow,29,interp_left_shallow,interpolation,0.6947829723358154,0.8640155792236328,0.9426253437995911,0.4929538369178772
marm_r29_interp_right_deep,29,interp_right_deep,interpolation,0.6545873284339905,0.9190502762794495,1.0634361505508423,0.5123474597930908
marm_r29_interp_right_shallow,29,interp_right_shallow,interpolation,0.5561309456825256,0.7957972884178162,0.8849179744720459,0.3874376118183136
marm_r30_extrap_deep,30,extrap_deep,outside_train_position_range,0.7896879315376282,1.0153675079345703,1.13926100730896,0.7250658273696899
marm_r30_extrap_left,30,extrap_left,outside_train_position_range,0.9846256971359253,1.1054718494415283,0.9408642649650574,0.8133593201637268
marm_r30_extrap_right,30,extrap_right,outside_train_position_range,0.678210973739624,0.8939579129219055,0.8204383254051208,0.5605378150939941
marm_r30_interp_center,30,interp_center,interpolation,0.5761595964431763,0.7908507585525513,0.9527540802955627,0.3841720521450043
marm_r30_interp_left_deep,30,interp_left_deep,interpolation,0.6324780583381653,0.8877431750297546,0.9737293124198914,0.46925804018974304
marm_r30_interp_left_shallow,30,interp_left_shallow,interpolation,0.6811161637306213,0.830930233001709,0.8638497591018677,0.5102453231811523
marm_r30_interp_right_deep,30,interp_right_deep,interpolation,0.6474413871765137,0.9001845121383667,0.9524770975112915,0.5379053354263306
marm_r30_interp_right_shallow,30,interp_right_shallow,interpolation,0.5890554785728455,0.793125569820404,0.9007421731948853,0.38423535227775574
