record_id,slice_rank,case_id,role,record_relative_l2,late_relative_l2,spectrum_high_relative_l2,receiver_relative_l2
marm_r25_extrap_deep,25,extrap_deep,outside_train_position_range,0.7928478121757507,1.0088549852371216,1.071649193763733,0.7178502678871155
marm_r25_extrap_left,25,extrap_left,outside_train_position_range,0.7163860201835632,0.897769033908844,0.8238221406936646,0.775259256362915
marm_r25_extrap_right,25,extrap_right,outside_train_position_range,0.6609822511672974,0.8628111481666565,0.8043742775917053,0.5773977041244507
marm_r25_interp_center,25,interp_center,interpolation,0.6487367749214172,0.8875272274017334,0.9891719222068787,0.4099869132041931
marm_r25_interp_left_deep,25,interp_left_deep,interpolation,0.720823347568512,0.9213636517524719,0.977099597454071,0.49638989567756653
marm_r25_interp_left_shallow,25,interp_left_shallow,interpolation,0.8090677857398987,1.0194017887115479,0.9117692112922668,0.6061775088310242
marm_r25_interp_right_deep,25,interp_right_deep,interpolation,0.6693534255027771,0.9406080842018127,0.9241619110107422,0.5659405589103699
marm_r25_interp_right_shallow,25,interp_right_shallow,interpolation,0.6323843002319336,0.9113894104957581,0.9200917482376099,0.5029399991035461
marm_r26_extrap_deep,26,extrap_deep,outside_train_position_range,0.7822449207305908,1.018879771232605,1.2396678924560547,0.7055158615112305
marm_r26_extrap_left,26,extrap_left,outside_train_position_range,0.7486768960952759,0.8873479962348938,0.9034832119941711,0.662990152835846
marm_r26_extrap_right,26,extrap_right,outside_train_position_range,0.6912632584571838,0.9092972874641418,0.7932324409484863,0.5746303200721741
marm_r26_interp_center,26,interp_center,interpolation,0.5676589608192444,0.7819920182228088,0.9802003502845764,0.37489986419677734
marm_r26_interp_left_deep,26,interp_left_deep,interpolation,0.6683138012886047,0.9442775249481201,0.9916372299194336,0.48928773403167725
marm_r26_interp_left_shallow,26,interp_left_shallow,interpolation,0.5867606401443481,0.8087901473045349,0.8237090110778809,0.5175228714942932
marm_r26_interp_right_deep,26,interp_right_deep,interpolation,0.6343686580657959,0.8837196230888367,0.931158185005188,0.5532323122024536
marm_r26_interp_right_shallow,26,interp_right_shallow,interpolation,0.5910698175430298,0.7790496349334717,0.8835050463676453,0.35670149326324463
marm_r27_extrap_deep,27,extrap_deep,outside_train_position_range,0.8161790370941162,1.0204542875289917,1.2222610712051392,0.668694794178009
marm_r27_extrap_left,27,extrap_left,outside_train_position_range,0.8759493827819824,1.0421732664108276,0.9329676032066345,0.4837096333503723
marm_r27_extrap_right,27,extrap_right,outside_train_position_range,0.6856629848480225,0.8987643122673035,0.8585429787635803,0.5422582626342773
