scheme,courant_axis,points_per_wavelength,angle_deg,phase_velocity_ratio,phase_error_percent,stable
fd2,0.25,4.2,35.0,0.9539578435960752,-4.604215640392484,True
fd2,0.25,4.2,40.0,0.9578196661777503,-4.218033382224973,True
fd2,0.25,4.2,45.0,0.9591572590426453,-4.0842740957354735,True
fd2,0.25,4.2,50.0,0.9578196661777503,-4.218033382224973,True
fd2,0.25,4.2,55.0,0.9539578435960752,-4.604215640392484,True
fd2,0.25,4.2,60.0,0.9480109565907796,-5.19890434092204,True
fd2,0.25,4.2,65.0,0.9406651455390942,-5.933485446090581,True
fd2,0.25,4.2,70.0,0.9327849350493214,-6.721506495067864,True
fd2,0.25,4.2,75.0,0.9253193438587574,-7.468065614124264,True
fd2,0.25,4.2,80.0,0.9191888681742484,-8.081113182575162,True
fd2,0.25,4.2,85.0,0.9151655254794467,-8.483447452055326,True
fd2,0.25,4.2,90.0,0.9137641240051929,-8.62358759948071,True
fd2,0.25,4.3,0.0,0.9176718053534282,-8.232819464657181,True
fd2,0.25,4.3,5.0,0.919009047944671,-8.099095205532903,True
fd2,0.25,4.3,10.0,0.9228487523693825,-7.715124763061754,True
fd2,0.25,4.3,15.0,0.9287009862942283,-7.1299013705771745,True
fd2,0.25,4.3,20.0,0.9358302573289603,-6.41697426710397,True
fd2,0.25,4.3,25.0,0.9433584032180515,-5.664159678194847,True
fd2,0.25,4.3,30.0,0.9503786759566099,-4.962132404339014,True
fd2,0.25,4.3,35.0,0.956063853014873,-4.393614698512705,True
fd2,0.25,4.3,40.0,0.9597565882494729,-4.024341175052715,True
fd2,0.25,4.3,45.0,0.9610357722186335,-3.8964227781366545,True
fd2,0.25,4.3,50.0,0.9597565882494729,-4.024341175052715,True
fd2,0.25,4.3,55.0,0.956063853014873,-4.393614698512705,True
fd2,0.25,4.3,60.0,0.9503786759566099,-4.962132404339014,True
fd2,0.25,4.3,65.0,0.9433584032180515,-5.664159678194847,True
fd2,0.25,4.3,70.0,0.9358302573289603,-6.41697426710397,True
fd2,0.25,4.3,75.0,0.9287009862942283,-7.1299013705771745,True
fd2,0.25,4.3,80.0,0.9228487523693825,-7.715124763061754,True
fd2,0.25,4.3,85.0,0.919009047944671,-8.099095205532903,True
fd2,0.25,4.3,90.0,0.9176718053534282,-8.232819464657181,True
fd2,0.25,4.4,0.0,0.921321377756537,-7.8678622243463,True
fd2,0.25,4.4,5.0,0.9225987585516803,-7.740124144831972,True
fd2,0.25,4.4,10.0,0.9262670718613216,-7.373292813867838,True
fd2,0.25,4.4,15.0,0.9318594747211253,-6.814052527887471,True
fd2,0.25,4.4,20.0,0.9386744485969921,-6.132555140300788,True
fd2,0.25,4.4,25.0,0.9458733187236245,-5.412668127637554,True
fd2,0.25,4.4,30.0,0.9525888886380652,-4.741111136193476,True
fd2,0.25,4.4,35.0,0.9580289445597334,-4.197105544026658,True
fd2,0.25,4.4,40.0,0.9615632349425092,-3.843676505749083,True
fd2,0.25,4.4,45.0,0.962787672721988,-3.7212327278012047,True
